position,Frequency_Hz,Magnitude_dB,Phase_deg,Color,STI,STI_Degradation_%
TheHub-CeilingCorner,18129.09,-8.51,146.83,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,18195.15,-7.52,146.95,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,18261.46,-7.54,147.23,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,18328.01,-7.34,147.68,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,18394.8,-7.66,148.29,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,18461.83,-7.03,149.03,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,18529.11,-7.57,149.91,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,18596.64,-7.49,150.91,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,18664.41,-6.86,151.99,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,18732.42,-8.09,153.15,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,18800.69,-7.52,154.35,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,18869.2,-8.65,155.58,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,18937.97,-6.77,156.8,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,19006.98,-7.6,157.99,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,19076.24,-7.9,159.14,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,19145.76,-7.56,160.2,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,19215.53,-7.31,161.15,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,19285.56,-8.27,161.99,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,19355.84,-7.09,162.67,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,19426.37,-8.01,163.19,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,19497.17,-7.77,163.53,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,19568.22,-7.42,163.67,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,19639.53,-7.01,163.62,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,19711.1,-7.59,163.36,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,19782.93,-7.95,162.9,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,19855.02,-7.7,162.24,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,19927.38,-7.6,161.39,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,20000.0,-7.91,160.36,#ff7f0e,0.65,31.65
TheHub-Chair2,20.0,-10.97,-36.15,#d62728,0.73,22.81
TheHub-Chair2,20.07,-11.25,-36.09,#d62728,0.73,22.81
TheHub-Chair2,20.15,-11.96,-36.03,#d62728,0.73,22.81
TheHub-Chair2,20.22,-10.42,-35.97,#d62728,0.73,22.81
TheHub-Chair2,20.29,-11.93,-35.91,#d62728,0.73,22.81
TheHub-Chair2,20.37,-10.79,-35.85,#d62728,0.73,22.81
TheHub-Chair2,20.44,-11.66,-35.79,#d62728,0.73,22.81
TheHub-Chair2,20.52,-11.67,-35.72,#d62728,0.73,22.81
TheHub-Chair2,20.59,-11.46,-35.66,#d62728,0.73,22.81
TheHub-Chair2,20.67,-11.22,-35.6,#d62728,0.73,22.81
TheHub-Chair2,20.74,-11.18,-35.53,#d62728,0.73,22.81
TheHub-Chair2,20.82,-11.46,-35.47,#d62728,0.73,22.81
TheHub-Chair2,20.89,-11.39,-35.4,#d62728,0.73,22.81
TheHub-Chair2,20.97,-10.77,-35.34,#d62728,0.73,22.81
TheHub-Chair2,21.04,-10.74,-35.27,#d62728,0.73,22.81
TheHub-Chair2,21.12,-11.28,-35.21,#d62728,0.73,22.81
TheHub-Chair2,21.2,-10.58,-35.14,#d62728,0.73,22.81
TheHub-Chair2,21.28,-11.69,-35.07,#d62728,0.73,22.81
TheHub-Chair2,21.35,-11.66,-35.0,#d62728,0.73,22.81
TheHub-Chair2,21.43,-11.12,-34.93,#d62728,0.73,22.81
TheHub-Chair2,21.51,-11.29,-34.86,#d62728,0.73,22.81
TheHub-Chair2,21.59,-11.56,-34.79,#d62728,0.73,22.81
TheHub-Chair2,21.67,-11.48,-34.72,#d62728,0.73,22.81
TheHub-Chair2,21.75,-11.26,-34.65,#d62728,0.73,22.81
TheHub-Chair2,21.82,-10.51,-34.58,#d62728,0.73,22.81
TheHub-Chair2,21.9,-11.25,-34.51,#d62728,0.73,22.81
TheHub-Chair2,21.98,-11.37,-34.43,#d62728,0.73,22.81
TheHub-Chair2,22.06,-10.73,-34.36,#d62728,0.73,22.81
TheHub-Chair2,22.14,-11.06,-34.29,#d62728,0.73,22.81
TheHub-Chair2,22.23,-10.83,-34.21,#d62728,0.73,22.81
TheHub-Chair2,22.31,-11.4,-34.13,#d62728,0.73,22.81
TheHub-Chair2,22.39,-10.8,-34.06,#d62728,0.73,22.81
TheHub-Chair2,22.47,-11.08,-33.98,#d62728,0.73,22.81
TheHub-Chair2,22.55,-11.04,-33.9,#d62728,0.73,22.81
TheHub-Chair2,22.63,-11.16,-33.82,#d62728,0.73,22.81
TheHub-Chair2,22.72,-11.13,-33.75,#d62728,0.73,22.81
TheHub-Chair2,22.8,-10.74,-33.67,#d62728,0.73,22.81
TheHub-Chair2,22.88,-11.9,-33.58,#d62728,0.73,22.81
TheHub-Chair2,22.96,-10.91,-33.5,#d62728,0.73,22.81
TheHub-Chair2,23.05,-11.77,-33.42,#d62728,0.73,22.81
TheHub-Chair2,23.13,-11.15,-33.34,#d62728,0.73,22.81
TheHub-Chair2,23.22,-10.89,-33.26,#d62728,0.73,22.81
TheHub-Chair2,23.3,-10.46,-33.17,#d62728,0.73,22.81
TheHub-Chair2,23.39,-11.01,-33.09,#d62728,0.73,22.81
TheHub-Chair2,23.47,-11.6,-33.0,#d62728,0.73,22.81
TheHub-Chair2,23.56,-11.47,-32.91,#d62728,0.73,22.81
TheHub-Chair2,23.64,-11.77,-32.83,#d62728,0.73,22.81
TheHub-Chair2,23.73,-10.69,-32.74,#d62728,0.73,22.81
TheHub-Chair2,23.82,-11.26,-32.65,#d62728,0.73,22.81
TheHub-Chair2,23.9,-11.33,-32.56,#d62728,0.73,22.81
TheHub-Chair2,23.99,-10.95,-32.47,#d62728,0.73,22.81
TheHub-Chair2,24.08,-12.0,-32.38,#d62728,0.73,22.81
TheHub-Chair2,24.16,-11.3,-32.29,#d62728,0.73,22.81
TheHub-Chair2,24.25,-11.86,-32.2,#d62728,0.73,22.81
TheHub-Chair2,24.34,-10.89,-32.1,#d62728,0.73,22.81
TheHub-Chair2,24.43,-11.2,-32.01,#d62728,0.73,22.81
TheHub-Chair2,24.52,-11.61,-31.91,#d62728,0.73,22.81
TheHub-Chair2,24.61,-11.07,-31.82,#d62728,0.73,22.81
TheHub-Chair2,24.7,-10.93,-31.72,#d62728,0.73,22.81
TheHub-Chair2,24.79,-10.81,-31.62,#d62728,0.73,22.81
TheHub-Chair2,24.88,-11.08,-31.53,#d62728,0.73,22.81
TheHub-Chair2,24.97,-12.21,-31.43,#d62728,0.73,22.81
TheHub-Chair2,25.06,-11.74,-31.33,#d62728,0.73,22.81
TheHub-Chair2,25.15,-10.46,-31.23,#d62728,0.73,22.81
TheHub-Chair2,25.24,-11.79,-31.12,#d62728,0.73,22.81
TheHub-Chair2,25.33,-11.21,-31.02,#d62728,0.73,22.81
TheHub-Chair2,25.43,-11.38,-30.92,#d62728,0.73,22.81
TheHub-Chair2,25.52,-12.29,-30.81,#d62728,0.73,22.81
TheHub-Chair2,25.61,-11.31,-30.71,#d62728,0.73,22.81
TheHub-Chair2,25.71,-11.92,-30.6,#d62728,0.73,22.81
TheHub-Chair2,25.8,-10.2,-30.5,#d62728,0.73,22.81
TheHub-Chair2,25.89,-11.36,-30.39,#d62728,0.73,22.81
TheHub-Chair2,25.99,-11.77,-30.28,#d62728,0.73,22.81
TheHub-Chair2,26.08,-11.94,-30.17,#d62728,0.73,22.81
TheHub-Chair2,26.18,-11.24,-30.06,#d62728,0.73,22.81
TheHub-Chair2,26.27,-10.78,-29.95,#d62728,0.73,22.81
TheHub-Chair2,26.37,-11.07,-29.83,#d62728,0.73,22.81
TheHub-Chair2,26.47,-10.79,-29.72,#d62728,0.73,22.81
TheHub-Chair2,26.56,-11.02,-29.61,#d62728,0.73,22.81
TheHub-Chair2,26.66,-10.37,-29.49,#d62728,0.73,22.81
TheHub-Chair2,26.76,-11.04,-29.37,#d62728,0.73,22.81
TheHub-Chair2,26.85,-10.38,-29.26,#d62728,0.73,22.81
TheHub-Chair2,26.95,-10.95,-29.14,#d62728,0.73,22.81
TheHub-Chair2,27.05,-10.69,-29.02,#d62728,0.73,22.81
TheHub-Chair2,27.15,-11.44,-28.9,#d62728,0.73,22.81
TheHub-Chair2,27.25,-10.94,-28.78,#d62728,0.73,22.81
TheHub-Chair2,27.35,-10.4,-28.65,#d62728,0.73,22.81
TheHub-Chair2,27.45,-11.2,-28.53,#d62728,0.73,22.81
TheHub-Chair2,27.55,-11.12,-28.41,#d62728,0.73,22.81
TheHub-Chair2,27.65,-11.11,-28.28,#d62728,0.73,22.81
TheHub-Chair2,27.75,-11.01,-28.15,#d62728,0.73,22.81
TheHub-Chair2,27.85,-11.47,-28.03,#d62728,0.73,22.81
TheHub-Chair2,27.95,-10.57,-27.9,#d62728,0.73,22.81
TheHub-Chair2,28.05,-10.23,-27.77,#d62728,0.73,22.81
TheHub-Chair2,28.15,-11.17,-27.64,#d62728,0.73,22.81
TheHub-Chair2,28.26,-10.91,-27.5,#d62728,0.73,22.81
TheHub-Chair2,28.36,-9.89,-27.37,#d62728,0.73,22.81
TheHub-Chair2,28.46,-10.83,-27.24,#d62728,0.73,22.81
TheHub-Chair2,28.57,-11.23,-27.1,#d62728,0.73,22.81
TheHub-Chair2,28.67,-10.9,-26.96,#d62728,0.73,22.81
TheHub-Chair2,28.77,-10.31,-26.83,#d62728,0.73,22.81
TheHub-Chair2,28.88,-11.59,-26.69,#d62728,0.73,22.81
TheHub-Chair2,28.98,-11.21,-26.55,#d62728,0.73,22.81
TheHub-Chair2,29.09,-11.55,-26.41,#d62728,0.73,22.81
TheHub-Chair2,29.2,-10.72,-26.27,#d62728,0.73,22.81
TheHub-Chair2,29.3,-11.15,-26.12,#d62728,0.73,22.81
TheHub-Chair2,29.41,-11.0,-25.98,#d62728,0.73,22.81
TheHub-Chair2,29.52,-10.6,-25.83,#d62728,0.73,22.81
TheHub-Chair2,29.62,-10.83,-25.69,#d62728,0.73,22.81
TheHub-Chair2,29.73,-11.15,-25.54,#d62728,0.73,22.81
TheHub-Chair2,29.84,-10.84,-25.39,#d62728,0.73,22.81
TheHub-Chair2,29.95,-10.69,-25.24,#d62728,0.73,22.81
TheHub-Chair2,30.06,-10.68,-25.09,#d62728,0.73,22.81
TheHub-Chair2,30.17,-11.83,-24.93,#d62728,0.73,22.81
TheHub-Chair2,30.28,-10.4,-24.78,#d62728,0.73,22.81
TheHub-Chair2,30.39,-11.45,-24.63,#d62728,0.73,22.81
TheHub-Chair2,30.5,-10.57,-24.47,#d62728,0.73,22.81
TheHub-Chair2,30.61,-11.99,-24.31,#d62728,0.73,22.81
TheHub-Chair2,30.72,-10.39,-24.15,#d62728,0.73,22.81
TheHub-Chair2,30.83,-11.24,-23.99,#d62728,0.73,22.81
TheHub-Chair2,30.95,-10.33,-23.83,#d62728,0.73,22.81
TheHub-Chair2,31.06,-10.74,-23.67,#d62728,0.73,22.81
TheHub-Chair2,31.17,-11.78,-23.51,#d62728,0.73,22.81
TheHub-Chair2,31.29,-10.81,-23.34,#d62728,0.73,22.81
TheHub-Chair2,31.4,-12.36,-23.17,#d62728,0.73,22.81
TheHub-Chair2,31.51,-11.04,-23.01,#d62728,0.73,22.81
TheHub-Chair2,31.63,-10.92,-22.84,#d62728,0.73,22.81
TheHub-Chair2,31.74,-10.52,-22.67,#d62728,0.73,22.81
TheHub-Chair2,31.86,-10.78,-22.5,#d62728,0.73,22.81
TheHub-Chair2,31.98,-11.58,-22.32,#d62728,0.73,22.81
TheHub-Chair2,32.09,-11.19,-22.15,#d62728,0.73,22.81
TheHub-Chair2,32.21,-10.49,-21.97,#d62728,0.73,22.81
TheHub-Chair2,32.33,-11.07,-21.8,#d62728,0.73,22.81
TheHub-Chair2,32.44,-11.24,-21.62,#d62728,0.73,22.81
TheHub-Chair2,32.56,-11.46,-21.44,#d62728,0.73,22.81
TheHub-Chair2,32.68,-10.85,-21.26,#d62728,0.73,22.81
TheHub-Chair2,32.8,-10.89,-21.08,#d62728,0.73,22.81
TheHub-Chair2,32.92,-11.88,-20.9,#d62728,0.73,22.81
TheHub-Chair2,33.04,-11.4,-20.71,#d62728,0.73,22.81
TheHub-Chair2,33.16,-10.3,-20.52,#d62728,0.73,22.81
TheHub-Chair2,33.28,-10.67,-20.34,#d62728,0.73,22.81
TheHub-Chair2,33.4,-10.51,-20.15,#d62728,0.73,22.81
TheHub-Chair2,33.52,-11.36,-19.96,#d62728,0.73,22.81
TheHub-Chair2,33.65,-11.09,-19.77,#d62728,0.73,22.81
TheHub-Chair2,33.77,-11.19,-19.58,#d62728,0.73,22.81
TheHub-Chair2,33.89,-10.94,-19.38,#d62728,0.73,22.81
TheHub-Chair2,34.02,-10.1,-19.19,#d62728,0.73,22.81
TheHub-Chair2,34.14,-11.38,-18.99,#d62728,0.73,22.81
TheHub-Chair2,34.26,-11.8,-18.79,#d62728,0.73,22.81
TheHub-Chair2,34.39,-10.88,-18.59,#d62728,0.73,22.81
TheHub-Chair2,34.51,-10.69,-18.39,#d62728,0.73,22.81
TheHub-Chair2,34.64,-11.56,-18.19,#d62728,0.73,22.81
TheHub-Chair2,34.77,-11.28,-17.99,#d62728,0.73,22.81
TheHub-Chair2,34.89,-10.28,-17.78,#d62728,0.73,22.81
TheHub-Chair2,35.02,-11.44,-13.84,#d62728,0.73,22.81
TheHub-Chair2,35.15,-11.13,-13.58,#d62728,0.73,22.81
TheHub-Chair2,35.28,-9.62,-13.31,#d62728,0.73,22.81
TheHub-Chair2,35.4,-11.34,-13.05,#d62728,0.73,22.81
TheHub-Chair2,35.53,-10.96,-12.78,#d62728,0.73,22.81
TheHub-Chair2,35.66,-11.78,-12.51,#d62728,0.73,22.81
TheHub-Chair2,35.79,-10.67,-12.24,#d62728,0.73,22.81
TheHub-Chair2,35.92,-10.98,-11.97,#d62728,0.73,22.81
TheHub-Chair2,36.05,-10.51,-11.69,#d62728,0.73,22.81
TheHub-Chair2,36.19,-11.22,-11.41,#d62728,0.73,22.81
TheHub-Chair2,36.32,-10.29,-11.13,#d62728,0.73,22.81
TheHub-Chair2,36.45,-11.25,-10.85,#d62728,0.73,22.81
TheHub-Chair2,36.58,-10.14,-10.57,#d62728,0.73,22.81
TheHub-Chair2,36.72,-11.37,-10.28,#d62728,0.73,22.81
TheHub-Chair2,36.85,-11.34,-9.99,#d62728,0.73,22.81
TheHub-Chair2,36.98,-11.58,-9.7,#d62728,0.73,22.81
TheHub-Chair2,37.12,-11.25,-9.4,#d62728,0.73,22.81
TheHub-Chair2,37.25,-11.66,-9.11,#d62728,0.73,22.81
TheHub-Chair2,37.39,-11.15,-8.81,#d62728,0.73,22.81
TheHub-Chair2,37.53,-11.33,-8.51,#d62728,0.73,22.81
TheHub-Chair2,37.66,-10.9,-8.2,#d62728,0.73,22.81
TheHub-Chair2,37.8,-10.39,-7.9,#d62728,0.73,22.81
TheHub-Chair2,37.94,-10.98,-7.59,#d62728,0.73,22.81
TheHub-Chair2,38.08,-11.15,-7.28,#d62728,0.73,22.81
TheHub-Chair2,38.21,-10.28,-6.96,#d62728,0.73,22.81
TheHub-Chair2,38.35,-10.55,-6.65,#d62728,0.73,22.81
TheHub-Chair2,38.49,-10.95,-6.33,#d62728,0.73,22.81
TheHub-Chair2,38.63,-9.67,-6.01,#d62728,0.73,22.81
TheHub-Chair2,38.77,-10.74,-5.69,#d62728,0.73,22.81
TheHub-Chair2,38.92,-10.66,-5.36,#d62728,0.73,22.81
TheHub-Chair2,39.06,-9.82,-5.04,#d62728,0.73,22.81
TheHub-Chair2,39.2,-11.14,-4.71,#d62728,0.73,22.81
TheHub-Chair2,39.34,-9.69,-4.38,#d62728,0.73,22.81
TheHub-Chair2,39.49,-10.71,-4.04,#d62728,0.73,22.81
TheHub-Chair2,39.63,-10.89,-3.7,#d62728,0.73,22.81
TheHub-Chair2,39.77,-10.82,-3.37,#d62728,0.73,22.81
TheHub-Chair2,39.92,-10.55,-3.02,#d62728,0.73,22.81
TheHub-Chair2,40.07,-9.37,-2.68,#d62728,0.73,22.81
TheHub-Chair2,40.21,-11.14,-2.33,#d62728,0.73,22.81
TheHub-Chair2,40.36,-11.51,-1.98,#d62728,0.73,22.81
TheHub-Chair2,40.5,-11.43,-1.63,#d62728,0.73,22.81
TheHub-Chair2,40.65,-10.76,-1.28,#d62728,0.73,22.81
TheHub-Chair2,40.8,-11.06,-0.92,#d62728,0.73,22.81
TheHub-Chair2,40.95,-10.79,-0.56,#d62728,0.73,22.81
TheHub-Chair2,41.1,-9.85,-0.2,#d62728,0.73,22.81
TheHub-Chair2,41.25,-11.3,0.16,#d62728,0.73,22.81
TheHub-Chair2,41.4,-10.91,0.53,#d62728,0.73,22.81
TheHub-Chair2,41.55,-10.53,0.89,#d62728,0.73,22.81
TheHub-Chair2,41.7,-11.49,1.26,#d62728,0.73,22.81
TheHub-Chair2,41.85,-10.14,1.64,#d62728,0.73,22.81
TheHub-Chair2,42.01,-9.92,2.01,#d62728,0.73,22.81
TheHub-Chair2,42.16,-10.69,2.39,#d62728,0.73,22.81
TheHub-Chair2,42.31,-10.7,2.77,#d62728,0.73,22.81
TheHub-Chair2,42.47,-10.45,3.15,#d62728,0.73,22.81
TheHub-Chair2,42.62,-11.29,3.54,#d62728,0.73,22.81
TheHub-Chair2,42.78,-11.11,3.93,#d62728,0.73,22.81
TheHub-Chair2,42.93,-11.15,4.32,#d62728,0.73,22.81
TheHub-Chair2,43.09,-11.27,4.71,#d62728,0.73,22.81
TheHub-Chair2,43.25,-10.81,5.1,#d62728,0.73,22.81
TheHub-Chair2,43.4,-10.05,5.5,#d62728,0.73,22.81
TheHub-Chair2,43.56,-10.2,5.9,#d62728,0.73,22.81
TheHub-Chair2,43.72,-10.26,6.3,#d62728,0.73,22.81
TheHub-Chair2,43.88,-10.31,6.7,#d62728,0.73,22.81
TheHub-Chair2,44.04,-10.64,7.11,#d62728,0.73,22.81
TheHub-Chair2,44.2,-11.05,7.52,#d62728,0.73,22.81
TheHub-Chair2,44.36,-10.73,7.93,#d62728,0.73,22.81
TheHub-Chair2,44.52,-10.74,8.34,#d62728,0.73,22.81
TheHub-Chair2,44.68,-10.65,8.75,#d62728,0.73,22.81
TheHub-Chair2,44.85,-11.06,9.17,#d62728,0.73,22.81
TheHub-Chair2,45.01,-10.29,9.59,#d62728,0.73,22.81
TheHub-Chair2,45.18,-10.32,10.01,#d62728,0.73,22.81
TheHub-Chair2,45.34,-10.6,10.43,#d62728,0.73,22.81
TheHub-Chair2,45.51,-11.15,10.86,#d62728,0.73,22.81
TheHub-Chair2,45.67,-10.1,11.29,#d62728,0.73,22.81
TheHub-Chair2,45.84,-10.72,11.72,#d62728,0.73,22.81
TheHub-Chair2,46.0,-10.43,12.15,#d62728,0.73,22.81
TheHub-Chair2,46.17,-10.14,12.58,#d62728,0.73,22.81
TheHub-Chair2,46.34,-9.98,13.02,#d62728,0.73,22.81
TheHub-Chair2,46.51,-10.72,13.45,#d62728,0.73,22.81
TheHub-Chair2,46.68,-11.98,13.89,#d62728,0.73,22.81
TheHub-Chair2,46.85,-10.95,14.33,#d62728,0.73,22.81
TheHub-Chair2,47.02,-10.59,14.78,#d62728,0.73,22.81
TheHub-Chair2,47.19,-10.34,15.22,#d62728,0.73,22.81
TheHub-Chair2,47.36,-10.99,15.67,#d62728,0.73,22.81
TheHub-Chair2,47.54,-10.74,16.12,#d62728,0.73,22.81
TheHub-Chair2,47.71,-11.02,16.57,#d62728,0.73,22.81
TheHub-Chair2,47.88,-10.44,17.02,#d62728,0.73,22.81
TheHub-Chair2,48.06,-11.21,17.47,#d62728,0.73,22.81
TheHub-Chair2,48.23,-10.03,17.93,#d62728,0.73,22.81
TheHub-Chair2,48.41,-10.62,18.38,#d62728,0.73,22.81
TheHub-Chair2,48.58,-10.01,18.84,#d62728,0.73,22.81
TheHub-Chair2,48.76,-10.49,19.3,#d62728,0.73,22.81
TheHub-Chair2,48.94,-9.58,19.76,#d62728,0.73,22.81
TheHub-Chair2,49.12,-10.91,20.23,#d62728,0.73,22.81
TheHub-Chair2,49.3,-10.52,20.69,#d62728,0.73,22.81
TheHub-Chair2,49.48,-10.45,21.16,#d62728,0.73,22.81
TheHub-Chair2,49.66,-10.36,21.62,#d62728,0.73,22.81
TheHub-Chair2,49.84,-10.99,22.09,#d62728,0.73,22.81
TheHub-Chair2,50.02,-11.17,22.56,#d62728,0.73,22.81
TheHub-Chair2,50.2,-10.59,23.03,#d62728,0.73,22.81
TheHub-Chair2,50.38,-9.87,23.5,#d62728,0.73,22.81
TheHub-Chair2,50.57,-10.36,23.97,#d62728,0.73,22.81
TheHub-Chair2,50.75,-10.62,24.44,#d62728,0.73,22.81
TheHub-Chair2,50.94,-10.86,24.92,#d62728,0.73,22.81
TheHub-Chair2,51.12,-10.19,25.39,#d62728,0.73,22.81
TheHub-Chair2,51.31,-9.88,25.87,#d62728,0.73,22.81
TheHub-Chair2,51.5,-10.39,26.34,#d62728,0.73,22.81
TheHub-Chair2,51.68,-10.89,26.82,#d62728,0.73,22.81
TheHub-Chair2,51.87,-10.41,27.3,#d62728,0.73,22.81
TheHub-Chair2,52.06,-10.1,27.77,#d62728,0.73,22.81
TheHub-Chair2,52.25,-10.99,28.25,#d62728,0.73,22.81
TheHub-Chair2,52.44,-10.58,28.73,#d62728,0.73,22.81
TheHub-Chair2,52.63,-10.96,29.21,#d62728,0.73,22.81
TheHub-Chair2,52.82,-11.09,29.69,#d62728,0.73,22.81
TheHub-Chair2,53.02,-11.49,30.17,#d62728,0.73,22.81
TheHub-Chair2,53.21,-9.75,30.65,#d62728,0.73,22.81
TheHub-Chair2,53.4,-11.22,31.12,#d62728,0.73,22.81
TheHub-Chair2,53.6,-10.46,31.6,#d62728,0.73,22.81
TheHub-Chair2,53.79,-11.19,32.08,#d62728,0.73,22.81
TheHub-Chair2,53.99,-10.4,32.56,#d62728,0.73,22.81
TheHub-Chair2,54.19,-10.62,33.04,#d62728,0.73,22.81
TheHub-Chair2,54.38,-10.24,33.52,#d62728,0.73,22.81
TheHub-Chair2,54.58,-10.09,33.99,#d62728,0.73,22.81
TheHub-Chair2,54.78,-11.12,34.47,#d62728,0.73,22.81
TheHub-Chair2,54.98,-10.13,34.94,#d62728,0.73,22.81
TheHub-Chair2,55.18,-10.02,35.42,#d62728,0.73,22.81
TheHub-Chair2,55.38,-9.27,35.89,#d62728,0.73,22.81
TheHub-Chair2,55.58,-11.31,36.37,#d62728,0.73,22.81
TheHub-Chair2,55.79,-10.09,36.84,#d62728,0.73,22.81
TheHub-Chair2,55.99,-10.53,37.31,#d62728,0.73,22.81
TheHub-Chair2,56.19,-9.38,37.78,#d62728,0.73,22.81
TheHub-Chair2,56.4,-10.55,38.25,#d62728,0.73,22.81
TheHub-Chair2,56.6,-10.02,38.71,#d62728,0.73,22.81
TheHub-Chair2,56.81,-10.98,39.18,#d62728,0.73,22.81
TheHub-Chair2,57.02,-10.64,39.64,#d62728,0.73,22.81
TheHub-Chair2,57.23,-9.98,40.1,#d62728,0.73,22.81
TheHub-Chair2,57.43,-10.39,40.56,#d62728,0.73,22.81
TheHub-Chair2,57.64,-10.73,41.02,#d62728,0.73,22.81
TheHub-Chair2,57.85,-10.7,41.48,#d62728,0.73,22.81
TheHub-Chair2,58.06,-10.4,41.93,#d62728,0.73,22.81
TheHub-Chair2,58.28,-10.11,42.38,#d62728,0.73,22.81
TheHub-Chair2,58.49,-10.5,42.83,#d62728,0.73,22.81
TheHub-Chair2,58.7,-10.41,43.27,#d62728,0.73,22.81
TheHub-Chair2,58.91,-10.91,43.72,#d62728,0.73,22.81
TheHub-Chair2,59.13,-10.57,44.16,#d62728,0.73,22.81
TheHub-Chair2,59.34,-10.0,44.59,#d62728,0.73,22.81
TheHub-Chair2,59.56,-10.41,45.03,#d62728,0.73,22.81
TheHub-Chair2,59.78,-10.0,45.46,#d62728,0.73,22.81
TheHub-Chair2,60.0,-11.12,45.88,#d62728,0.73,22.81
TheHub-Chair2,60.21,-11.08,46.31,#d62728,0.73,22.81
TheHub-Chair2,60.43,-10.59,46.73,#d62728,0.73,22.81
TheHub-Chair2,60.65,-10.48,47.15,#d62728,0.73,22.81
TheHub-Chair2,60.88,-10.63,47.56,#d62728,0.73,22.81
TheHub-Chair2,61.1,-9.46,47.97,#d62728,0.73,22.81
TheHub-Chair2,61.32,-9.93,48.37,#d62728,0.73,22.81
TheHub-Chair2,61.54,-9.97,48.77,#d62728,0.73,22.81
TheHub-Chair2,61.77,-10.43,49.17,#d62728,0.73,22.81
TheHub-Chair2,61.99,-10.02,49.56,#d62728,0.73,22.81
TheHub-Chair2,62.22,-9.72,49.94,#d62728,0.73,22.81
TheHub-Chair2,62.45,-10.11,50.33,#d62728,0.73,22.81
TheHub-Chair2,62.67,-10.18,50.7,#d62728,0.73,22.81
TheHub-Chair2,62.9,-11.05,51.07,#d62728,0.73,22.81
TheHub-Chair2,63.13,-9.76,51.44,#d62728,0.73,22.81
TheHub-Chair2,63.36,-10.7,51.8,#d62728,0.73,22.81
TheHub-Chair2,63.59,-10.39,52.16,#d62728,0.73,22.81
TheHub-Chair2,63.82,-10.49,52.51,#d62728,0.73,22.81
TheHub-Chair2,64.06,-10.2,52.85,#d62728,0.73,22.81
TheHub-Chair2,64.29,-11.34,53.19,#d62728,0.73,22.81
TheHub-Chair2,64.52,-10.29,53.52,#d62728,0.73,22.81
TheHub-Chair2,64.76,-9.98,53.84,#d62728,0.73,22.81
TheHub-Chair2,64.99,-9.24,54.16,#d62728,0.73,22.81
TheHub-Chair2,65.23,-11.31,54.48,#d62728,0.73,22.81
TheHub-Chair2,65.47,-10.58,54.78,#d62728,0.73,22.81
TheHub-Chair2,65.71,-11.12,55.08,#d62728,0.73,22.81
TheHub-Chair2,65.95,-11.34,55.37,#d62728,0.73,22.81
TheHub-Chair2,66.19,-10.72,55.65,#d62728,0.73,22.81
TheHub-Chair2,66.43,-10.81,55.93,#d62728,0.73,22.81
TheHub-Chair2,66.67,-11.21,56.2,#d62728,0.73,22.81
TheHub-Chair2,66.91,-10.58,56.46,#d62728,0.73,22.81
TheHub-Chair2,67.16,-11.24,56.72,#d62728,0.73,22.81
TheHub-Chair2,67.4,-11.12,56.96,#d62728,0.73,22.81
TheHub-Chair2,67.65,-11.42,57.2,#d62728,0.73,22.81
TheHub-Chair2,67.89,-11.43,57.43,#d62728,0.73,22.81
TheHub-Chair2,68.14,-11.01,57.65,#d62728,0.73,22.81
TheHub-Chair2,68.39,-11.28,57.86,#d62728,0.73,22.81
TheHub-Chair2,68.64,-10.68,58.07,#d62728,0.73,22.81
TheHub-Chair2,68.89,-11.57,58.26,#d62728,0.73,22.81
TheHub-Chair2,69.14,-11.72,58.45,#d62728,0.73,22.81
TheHub-Chair2,69.39,-10.77,58.62,#d62728,0.73,22.81
TheHub-Chair2,69.65,-12.09,58.79,#d62728,0.73,22.81
TheHub-Chair2,69.9,-11.98,58.95,#d62728,0.73,22.81
TheHub-Chair2,70.15,-12.04,59.09,#d62728,0.73,22.81
TheHub-Chair2,70.41,-12.75,59.23,#d62728,0.73,22.81
TheHub-Chair2,70.67,-12.72,59.36,#d62728,0.73,22.81
